type,name,latitude_deg,longitude_deg,continent,iso_country,iso_region,municipality,icao_code,iata_code,timezone
medium_airport,Gilze Rijen Air Base,51.567402,4.93183,EU,NL,NL-NB,Rijen,EHGR,GLZ,Europe/Amsterdam
medium_airport,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,EU,NL,NL-NH,Den Helder,EHKD,DHR,Europe/Amsterdam
medium_airport,Lelystad Airport,52.453188,5.514622,EU,NL,NL-FL,Lelystad,EHLE,LEY,Europe/Amsterdam
medium_airport,Leeuwarden Air Base,53.228599548339844,5.760560035705566,EU,NL,NL-FR,Leeuwarden,EHLW,LWR,Europe/Amsterdam
medium_airport,Rotterdam The Hague Airport,51.956902,4.43722,EU,NL,NL-ZH,Rotterdam,EHRD,RTM,Europe/Amsterdam
small_airport,Breda International Airport,51.554901,4.553003,EU,NL,NL-NB,Hoeven,EHSE,,Europe/Amsterdam
small_airport,Teuge Airport,52.242764,6.050004,EU,NL,NL-GE,Deventer,EHTE,,Europe/Amsterdam
heliport,Terschelling Heliport,53.384129,5.278094,EU,NL,NL-FR,Midsland,EHTS,,Europe/Amsterdam
medium_airport,Twente Airport,52.275833,6.889167,EU,NL,NL-OV,Enschede,EHTW,ENS,Europe/Amsterdam
medium_airport,Volkel Air Base,51.657222,5.707778,EU,NL,NL-NB,Uden,EHVK,UDE,Europe/Amsterdam
medium_airport,Woensdrecht Air Base,51.4491,4.34203,EU,NL,NL-NB,Hoogerheide,EHWO,WOE,Europe/Amsterdam
small_airport,Bantry Aerodrome,51.6772,-9.487123,EU,IE,IE-CO,Bantry,EIBN,BYT,Europe/Dublin
small_airport,Belmullet Aerodrome,54.2228012085,-10.0307998657,EU,IE,IE-MO,Belmullet,EIBT,BLY,Europe/Dublin
small_airport,Connemara Regional Airport,53.23030090332031,-9.467780113220215,EU,IE,IE-G,Inverin,EICA,NNR,Europe/Dublin
medium_airport,Cork Airport,51.841301,-8.49111,EU,IE,IE-CO,Cork,EICK,ORK,Europe/Dublin
medium_airport,Galway Airport,53.300201,-8.94159,EU,IE,IE-G,Galway,EICM,,Europe/Dublin
medium_airport,Donegal Airport,55.0442008972168,-8.340999603271484,EU,IE,IE-DL,Donegal,EIDL,CFN,Europe/Dublin
large_airport,Dublin Airport,53.428713,-6.262121,EU,IE,IE-D,Dublin,EIDW,DUB,Europe/Dublin
small_airport,Inishmore Aerodrome,53.1067008972168,-9.653610229492188,EU,IE,IE-G,Inis Mór,EIIM,IOR,Europe/Dublin
small_airport,Inisheer Aerodrome,53.064701,-9.5109,EU,IE,IE-G,Inis Oírr,EIIR,INQ,Europe/Dublin
small_airport,Kilkenny Airport,52.65079879760742,-7.296110153198242,EU,IE,IE-KK,Kilkenny,EIKK,KKY,Europe/Dublin
medium_airport,Ireland West Knock Airport,53.910301,-8.81849,EU,IE,IE-MO,Charlestown,EIKN,NOC,Europe/Dublin
medium_airport,Kerry Airport,52.180901,-9.52378,EU,IE,IE-KY,Farranfore,EIKY,KIR,Europe/Dublin
small_airport,Letterkenny Airfield,54.951302,-7.67283,EU,IE,IE-DL,Letterkenny,EILT,,Europe/Dublin
small_airport,Inishmaan Aerodrome,53.092999,-9.56806,EU,IE,IE-G,Inis Meáin,EIMN,IIA,Europe/Dublin
large_airport,Shannon Airport,52.702,-8.92482,EU,IE,IE-CE,Shannon,EINN,SNN,Europe/Dublin
medium_airport,Sligo Airport,54.280200958252,-8.5992097854614,EU,IE,IE-SO,Sligo,EISG,SXL,Europe/Dublin
medium_airport,Waterford Airport,52.187199,-7.08696,EU,IE,IE-WD,Waterford,EIWF,WAT,Europe/Dublin
medium_airport,Weston Airport,53.351622,-6.490357,EU,IE,IE-D,Leixlip,EIWT,,Europe/Dublin
small_airport,Ejin Banner Taolai Airport,42.0155,101.0005,AS,CN,CN-15,Ejin Banner,ZBEN,EJN,Asia/Shanghai
small_airport,Enejit Airport,6.0404,171.9846,OC,MH,MH-MIL,Enejit Island,,EJT,Pacific/Majuro
medium_airport,Aarhus Airport,56.303331,10.618286,EU,DK,DK-82,Aarhus,EKAH,AAR,Europe/Copenhagen
large_airport,Billund Airport,55.740335,9.157019,EU,DK,DK-83,Billund,EKBI,BLL,Europe/Copenhagen
large_airport,Copenhagen Kastrup Airport,55.617900848389,12.656000137329,EU,DK,DK-84,Copenhagen,EKCH,CPH,Europe/Copenhagen
medium_airport,Esbjerg Airport,55.525902,8.5534,EU,DK,DK-83,Esbjerg,EKEB,EBJ,Europe/Copenhagen
medium_airport,Midtjyllands Airport / Air Base Karup,56.297139,9.104311,EU,DK,DK-82,Karup,EKKA,KRP,Europe/Copenhagen
small_airport,Læsø Airport,57.277199,11.0001,EU,DK,DK-81,Læsø,EKLS,BYR,Europe/Copenhagen
medium_airport,Lolland Falster Maribo Airport,54.699447,11.438163,EU,DK,DK-85,Rødby,EKMB,MRW,Europe/Copenhagen
medium_airport,Odense Hans Christian Andersen Airport,55.475307,10.327206,EU,DK,DK-83,Odense,EKOD,ODE,Europe/Copenhagen
medium_airport,Copenhagen Roskilde Airport,55.585602,12.1314,EU,DK,DK-85,Roskilde,EKRK,RKE,Europe/Copenhagen
medium_airport,Bornholm Airport,55.063301,14.7596,EU,DK,DK-84,Rønne,EKRN,RNN,Europe/Copenhagen
medium_airport,Sønderborg Airport,54.96440124511719,9.791729927062988,EU,DK,DK-83,Sønderborg,EKSB,SGD,Europe/Copenhagen
medium_airport,Sindal Airport,57.503502,10.2294,EU,DK,DK-81,Sindal,EKSN,CNL,Europe/Copenhagen
medium_airport,Skrydstrup Air Base,55.221048,9.26702,EU,DK,DK-83,Vojens,EKSP,SKS,Europe/Copenhagen
medium_airport,Skive Airport,56.550201,9.17298,EU,DK,DK-82,Skive,EKSV,SQW,Europe/Copenhagen
medium_airport,Thisted Airport,57.068802,8.70522,EU,DK,DK-81,Thisted,EKTS,TED,Europe/Copenhagen
medium_airport,Vágar Airport,62.063256,-7.275782,EU,FO,FO-U-A,Vágar,EKVG,FAE,Atlantic/Faroe
medium_airport,Stauning Vestjylland  Airport,55.990101,8.35391,EU,DK,DK-82,Skjern,EKVJ,STA,Europe/Copenhagen
medium_airport,Aalborg Airport,57.094763,9.84993,EU,DK,DK-81,Aalborg,EKYT,AAL,Europe/Copenhagen
large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,EU,LU,LU-L,Luxembourg,ELLX,LUX,Europe/Luxembourg
heliport,El Mirador Heliport,17.752077,-89.924916,NA,GT,GT-PE,El Mirador,,EMR,America/Guatemala
medium_airport,"Ålesund Airport, Vigra",62.5625,6.1197,EU,NO,NO-15,Ålesund,ENAL,AES,Europe/Oslo
medium_airport,"Andøya Airport, Andenes",69.292503,16.144199,EU,NO,NO-18,Andenes,ENAN,ANX,Europe/Oslo
medium_airport,Alta Airport,69.976097,23.3717,EU,NO,NO-56,Alta,ENAT,ALF,Europe/Oslo
small_airport,"Førde Airport, Bringeland",61.391102,5.75694,EU,NO,NO-46,Førde,ENBL,FDE,Europe/Oslo
medium_airport,"Brønnøysund Airport, Brønnøy",65.461098,12.2175,EU,NO,NO-18,Brønnøy,ENBN,BNN,Europe/Oslo
medium_airport,Bodø Airport,67.269203,14.3653,EU,NO,NO-18,Bodø,ENBO,BOO,Europe/Oslo
large_airport,"Bergen Airport, Flesland",60.2934,5.21814,EU,NO,NO-46,Bergen,ENBR,BGO,Europe/Oslo
medium_airport,Båtsfjord Airport,70.60025,29.692612,EU,NO,NO-56,Båtsfjord,ENBS,BJF,Europe/Oslo
medium_airport,Berlevåg Airport,70.871517,29.034097,EU,NO,NO-56,Berlevåg,ENBV,BVG,Europe/Oslo
medium_airport,"Kristiansand Airport, Kjevik",58.204201,8.08537,EU,NO,NO-42,Kjevik,ENCN,KRS,Europe/Oslo
medium_airport,Bardufoss Airport,69.055801,18.5404,EU,NO,NO-55,Målselv,ENDU,BDU,Europe/Oslo
medium_airport,"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,EU,NO,NO-18,Evenes,ENEV,EVE,Europe/Oslo
medium_airport,"Fagernes Airport, Leirin",61.015598,9.28806,EU,NO,NO-34,Fagernes,ENFG,,Europe/Oslo
medium_airport,Florø Airport,61.583599090576,5.0247201919556,EU,NO,NO-46,Florø,ENFL,FRO,Europe/Oslo
large_airport,"Oslo Airport, Gardermoen",60.193901,11.1004,EU,NO,NO-32,Oslo (Gardermoen),ENGM,OSL,Europe/Oslo
small_airport,"Hamar Lufthavn, Stavsberg",60.8181,11.068,EU,NO,NO-34,Hamar,ENHA,HMR,Europe/Oslo
medium_airport,"Haugesund Airport, Karmøy",59.345299,5.20836,EU,NO,NO-11,Karmøy,ENHD,HAU,Europe/Oslo
medium_airport,Hammerfest Airport,70.679703,23.6686,EU,NO,NO-56,Hammerfest,ENHF,HFT,Europe/Oslo
small_airport,Hasvik Airport,70.486702,22.1397,EU,NO,NO-56,Hasvik,ENHK,HAA,Europe/Oslo
medium_airport,"Honningsvåg Airport, Valan",71.009697,25.983601,EU,NO,NO-56,Honningsvåg,ENHV,HVG,Europe/Oslo
medium_airport,"Kristiansund Airport, Kvernberget",63.111801,7.82452,EU,NO,NO-15,Kvernberget,ENKB,KSU,Europe/Oslo
small_airport,Gol Airport,60.791066,9.048672,EU,NO,NO-33,Klanten flyplass,ENKL,GLL,Europe/Oslo
medium_airport,"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,EU,NO,NO-56,Kirkenes,ENKR,KKN,Europe/Oslo
medium_airport,Leknes Airport,68.152496337891,13.609399795532,EU,NO,NO-18,Leknes,ENLK,LKN,Europe/Oslo
medium_airport,Mehamn Airport,71.029701,27.8267,EU,NO,NO-56,Mehamn,ENMH,MEH,Europe/Oslo
medium_airport,"Molde Airport, Årø",62.744701,7.2625,EU,NO,NO-15,Årø,ENML,MOL,Europe/Oslo
medium_airport,"Mosjøen Airport, Kjærstad",65.783997,13.2149,EU,NO,NO-18,Mosjøen,ENMS,MJF,Europe/Oslo
medium_airport,"Lakselv Airport, Banak",70.068802,24.973499,EU,NO,NO-56,Lakselv,ENNA,LKL,Europe/Oslo
small_airport,Namsos Airport,64.472198,11.5786,EU,NO,NO-50,Namsos,ENNM,OSY,Europe/Oslo
medium_airport,Notodden Airport,59.565071,9.213152,EU,NO,NO-40,Notodden,ENNO,NTB,Europe/Oslo
medium_airport,Ørland Airport,63.69889831542969,9.604000091552734,EU,NO,NO-50,Ørland,ENOL,OLA,Europe/Oslo
medium_airport,"Ørsta-Volda Airport, Hovden",62.180000305176,6.0741000175476,EU,NO,NO-15,Ørsta,ENOV,HOV,Europe/Oslo
medium_airport,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,EU,NO,NO-18,Mo i Rana,ENRA,MQN,Europe/Oslo
medium_airport,"Rørvik Airport, Ryum",64.838302612305,11.14610004425,EU,NO,NO-50,Rørvik,ENRM,RVK,Europe/Oslo
medium_airport,Røros Airport,62.578399658203,11.342300415039,EU,NO,NO-50,Røros,ENRO,RRS,Europe/Oslo
small_airport,Røst Airport,67.526482,12.101575,EU,NO,NO-18,Røst,ENRS,RET,Europe/Oslo
medium_airport,"Moss Airport, Rygge",59.378817,10.785439,EU,NO,NO-31,Oslo,ENRY,,Europe/Oslo
medium_airport,"Svalbard Airport, Longyear",78.246101379395,15.465600013733,EU,NO,NO-21,Longyearbyen,ENSB,LYR,Arctic/Longyearbyen
small_airport,"Sandane Airport, Anda",61.830002,6.10583,EU,NO,NO-46,Sandane,ENSD,SDN,Europe/Oslo
small_airport,"Sogndal Airport, Haukåsen",61.156101,7.13778,EU,NO,NO-46,Sogndal,ENSG,SOG,Europe/Oslo
medium_airport,"Svolvær Airport, Helle",68.243301,14.6692,EU,NO,NO-18,Svolvær,ENSH,SVJ,Europe/Oslo
medium_airport,"Stokmarknes Airport, Skagen",68.578827,15.033417,EU,NO,NO-18,Hadsel,ENSK,SKN,Europe/Oslo
medium_airport,Skien Airport,59.185001,9.56694,EU,NO,NO-40,Geiteryggen,ENSN,,Europe/Oslo
medium_airport,"Stord Airport, Sørstokken",59.791901,5.34085,EU,NO,NO-46,Leirvik,ENSO,SRP,Europe/Oslo
medium_airport,Sørkjosen Airport,69.786797,20.9594,EU,NO,NO-55,Sørkjosen,ENSR,SOJ,Europe/Oslo
medium_airport,"Vardø Airport, Svartnes",70.3554,31.044901,EU,NO,NO-56,Vardø,ENSS,VAW,Europe/Oslo
medium_airport,"Sandnessjøen Airport, Stokka",65.956802,12.4689,EU,NO,NO-18,Alstahaug,ENST,SSJ,Europe/Oslo
large_airport,"Tromsø Airport, Langnes",69.683296,18.9189,EU,NO,NO-55,Tromsø,ENTC,TOS,Europe/Oslo
medium_airport,"Sandefjord Airport, Torp",59.186699,10.2586,EU,NO,NO-39,Torp,ENTO,TRF,Europe/Oslo
large_airport,"Trondheim Airport, Værnes",63.457802,10.924,EU,NO,NO-50,Trondheim,ENVA,TRD,Europe/Oslo
medium_airport,Vadsø Airport,70.0653,29.8447,EU,NO,NO-56,Vadsø,ENVD,VDS,Europe/Oslo
heliport,Værøy Heliport,67.654555,12.727257,EU,NO,NO-18,Værøy,,VRY,Europe/Oslo
large_airport,"Stavanger Airport, Sola",58.876701,5.63778,EU,NO,NO-11,Stavanger,ENZV,SVG,Europe/Oslo
medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,EU,PL,PL-KP,Bydgoszcz,EPBY,BZG,Europe/Warsaw
small_airport,Elbląg Airfield,54.1408,19.4233,EU,PL,PL-WN,Elbląg,EPEL,,Europe/Warsaw
large_airport,Gdańsk Lech Wałęsa Airport,54.377602,18.4662,EU,PL,PL-PM,Gdańsk,EPGD,GDN,Europe/Warsaw
large_airport,Kraków John Paul II International Airport,50.077702,19.7848,EU,PL,PL-MA,Balice,EPKK,KRK,Europe/Warsaw
medium_airport,Katowice Wojciech Korfanty International Airport,50.476015,19.080705,EU,PL,PL-SL,Katowice,EPKT,KTW,Europe/Warsaw
medium_airport,Lublin Airport,51.240157,22.713461,EU,PL,PL-LU,Lublin,EPLB,LUZ,Europe/Warsaw
medium_airport,Łódź Władysław Reymont Airport,51.721901,19.3981,EU,PL,PL-LD,Łódź,EPLL,LCJ,Europe/Warsaw
medium_airport,Modlin Airport,52.451099,20.6518,EU,PL,PL-MZ,Nowy Dwór Mazowiecki,EPMO,WMI,Europe/Warsaw
small_airport,Myślibórz-Giżyn Airfield,52.941164,15.029812,EU,PL,PL-ZP,Nowogródek Pomorski,EPMY,,Europe/Warsaw
medium_airport,Poznań-Ławica Airport,52.421598,16.823359,EU,PL,PL-WP,Poznań,EPPO,POZ,Europe/Warsaw
medium_airport,Warsaw Radom Airport,51.38937,21.214742,EU,PL,PL-MZ,Radom,EPRA,RDO,Europe/Warsaw
small_airport,Częstochowa-Rudniki Airport,50.884716,19.201842,EU,PL,PL-SL,Rudniki,EPRU,,Europe/Warsaw
medium_airport,Rzeszów-Jasionka Airport,50.109791,22.024155,EU,PL,PL-PK,Jasionka,EPRZ,RZE,Europe/Warsaw
medium_airport,Solidarity Szczecin–Goleniów Airport,53.584702,14.9022,EU,PL,PL-ZP,Glewice,EPSC,SZZ,Europe/Warsaw
small_airport,Szczecin-Dąbie Airfield,53.390659,14.632774,EU,PL,PL-ZP,Szczecin,EPSD,,Europe/Warsaw
small_airport,Słupsk-Krȩpa Airfield,54.410036,17.090572,EU,PL,PL-PM,Krępa Słupska,EPSK,,Europe/Warsaw
medium_airport,Olsztyn-Mazury Airport,53.481899,20.9377,EU,PL,PL-WN,Szymany,EPSY,SZY,Europe/Warsaw
large_airport,Warsaw Chopin Airport,52.165699,20.9671,EU,PL,PL-MZ,Warsaw,EPWA,WAW,Europe/Warsaw
medium_airport,Copernicus Wrocław Airport,51.103719,16.882096,EU,PL,PL-DS,Wrocław,EPWR,WRO,Europe/Warsaw
medium_airport,Zielona Góra-Babimost Airport,52.1385,15.7986,EU,PL,PL-LB,Nowe Kramsko,EPZG,IEG,Europe/Warsaw
small_airport,Erdenet Airport,48.983056,104.150556,AS,MN,MN-035,Erdenet,,ERT,Asia/Ulaanbaatar
small_airport,El Molinillo Airfield,38.739954,-6.391888,EU,ES,ES-EX,Almendralejo,LELI,,Europe/Madrid
heliport,Melilla Heliport,35.3021,-2.94448,AF,ES,ES-ML,Melilla,GEHM,,Africa/Ceuta
small_airport,El Rinconcillo de Guadalupe,39.594127,-6.206276,EU,ES,ES-EX,,LEGP,,Europe/Madrid
medium_airport,Ronneby Airport,56.266701,15.265,EU,SE,SE-K,Ronneby,ESDF,RNB,Europe/Stockholm
large_airport,Göteborg Landvetter Airport,57.6628,12.2798,EU,SE,SE-Q,Göteborg,ESGG,GOT,Europe/Stockholm
medium_airport,Jönköping Airport,57.757598876953125,14.068699836730957,EU,SE,SE-F,Jönköping,ESGJ,JKG,Europe/Stockholm
small_airport,Lidköping-Hovby Airport,58.4655,13.1744,EU,SE,SE-Q,Lidköping,ESGL,LDK,Europe/Stockholm
medium_airport,Säve Airport,57.7747,11.8704,EU,SE,SE-Q,Göteborg,ESGP,GSE,Europe/Stockholm
medium_airport,Skövde Airport,58.456402,13.9727,EU,SE,SE-Q,Skövde,ESGR,KVB,Europe/Stockholm
medium_airport,Trollhättan-Vänersborg Airport,58.31809997558594,12.345000267028809,EU,SE,SE-Q,Trollhättan,ESGT,THN,Europe/Stockholm
medium_airport,Karlskoga Airport,59.345901,14.4959,EU,SE,SE-T,Karlskoga,ESKK,KSK,Europe/Stockholm
medium_airport,Mora Airport,60.957901,14.5114,EU,SE,SE-W,Mora,ESKM,MXX,Europe/Stockholm
medium_airport,Stockholm Skavsta Airport,58.788601,16.912201,EU,SE,SE-D,Nyköping,ESKN,NYO,Europe/Stockholm
medium_airport,Scandinavian Mountains Airport,61.158393,12.842503,EU,SE,SE-W,Malung-Sälen,,SCR,Europe/Stockholm
small_airport,Eslöv Airfield,55.848923,13.329935,EU,SE,SE-M,Eslöv,ESME,,Europe/Stockholm
medium_airport,Kristianstad Airport,55.9217,14.0855,EU,SE,SE-M,Kristianstad,ESMK,KID,Europe/Stockholm
small_airport,Oskarshamn Airport,57.350498,16.497999,EU,SE,SE-H,Oskarshamn,ESMO,OSK,Europe/Stockholm
medium_airport,Kalmar Airport,56.685501,16.2876,EU,SE,SE-H,Kalmar,ESMQ,KLR,Europe/Stockholm
medium_airport,Malmö Sturup Airport,55.535564,13.376327,EU,SE,SE-M,Malmö,ESMS,MMX,Europe/Stockholm
medium_airport,Halmstad Airport,56.69110107421875,12.820199966430664,EU,SE,SE-N,Halmstad,ESMT,HAD,Europe/Stockholm
medium_airport,Växjö Kronoberg Airport,56.929100036621094,14.727999687194824,EU,SE,SE-G,Växjö,ESMX,VXO,Europe/Stockholm
small_airport,Sveg Airport,62.047798,14.4229,EU,SE,SE-Z,Sveg,ESND,EVG,Europe/Stockholm
medium_airport,Gällivare Airport,67.13240051269531,20.814599990844727,EU,SE,SE-BD,Gällivare,ESNG,GEV,Europe/Stockholm
medium_airport,Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,EU,SE,SE-Y,Nyland,ESNK,KRF,Europe/Stockholm
medium_airport,Lycksele Airport,64.548302,18.7162,EU,SE,SE-AC,Lycksele,ESNL,LYC,Europe/Stockholm
medium_airport,Sundsvall-Härnösand Airport,62.528099060058594,17.443899154663086,EU,SE,SE-Y,Sundsvall/ Härnösand,ESNN,SDL,Europe/Stockholm
medium_airport,Örnsköldsvik Airport,63.40829849243164,18.989999771118164,EU,SE,SE-Y,Örnsköldsvik,ESNO,OER,Europe/Stockholm
medium_airport,Kiruna Airport,67.821998596191,20.336799621582,EU,SE,SE-BD,Kiruna,ESNQ,KRN,Europe/Stockholm
medium_airport,Skellefteå Airport,64.62480163574219,21.076900482177734,EU,SE,SE-AC,Skellefteå,ESNS,SFT,Europe/Stockholm
medium_airport,Umeå Airport,63.791801452637,20.282800674438,EU,SE,SE-AC,Umeå,ESNU,UME,Europe/Stockholm
medium_airport,Vilhelmina South Lapland Airport,64.579102,16.833599,EU,SE,SE-AC,Vilhelmina,ESNV,VHM,Europe/Stockholm
medium_airport,Arvidsjaur Airport,65.59030151367188,19.28190040588379,EU,SE,SE-BD,Arvidsjaur,ESNX,AJR,Europe/Stockholm
medium_airport,Söderhamn Airport,61.261501,17.0991,EU,SE,SE-X,Söderhamn,ESNY,SOO,Europe/Stockholm
medium_airport,Åre Östersund Airport,63.194135,14.500322,EU,SE,SE-Z,Östersund,ESNZ,OSD,Europe/Stockholm
medium_airport,Örebro Airport,59.22370147705078,15.038000106811523,EU,SE,SE-T,Örebro,ESOE,ORB,Europe/Stockholm
small_airport,Hagfors Airport,60.0201,13.5789,EU,SE,SE-S,Råda,ESOH,HFS,Europe/Stockholm
medium_airport,Karlstad Airport,59.444698,13.3374,EU,SE,SE-S,Karlstad,ESOK,KSD,Europe/Stockholm
medium_airport,Stockholm Västerås Airport,59.58940124511719,16.63360023498535,EU,SE,SE-U,Stockholm / Västerås,ESOW,VST,Europe/Stockholm
medium_airport,Luleå Airport,65.5438,22.122,EU,SE,SE-BD,Luleå,ESPA,LLA,Europe/Stockholm
small_airport,Arboga Airfield,59.3866,15.9241,EU,SE,SE-U,,ESQO,,Europe/Stockholm
large_airport,Stockholm-Arlanda Airport,59.64849,17.928829,EU,SE,SE-AB,Stockholm,ESSA,ARN,Europe/Stockholm
medium_airport,Stockholm-Bromma Airport,59.354400634765625,17.941699981689453,EU,SE,SE-AB,Stockholm,ESSB,BMA,Europe/Stockholm
medium_airport,Dala Airport,60.422001,15.5152,EU,SE,SE-W,Borlange,ESSD,BLE,Europe/Stockholm
small_airport,Hultsfred Airport,57.525799,15.8233,EU,SE,SE-H,Hultsfred,ESSF,HLF,Europe/Stockholm
small_airport,Ludvika Airfield,60.088299,15.0964,EU,SE,SE-W,Ludvika,ESSG,,Europe/Stockholm
medium_airport,Gävle Sandviken Airport,60.5933,16.951401,EU,SE,SE-X,Gävle / Sandviken,ESSK,GVX,Europe/Stockholm
medium_airport,Linköping City Airport,58.4062004089,15.680500030500001,EU,SE,SE-E,Linköping,ESSL,LPI,Europe/Stockholm
medium_airport,Norrköping Airport,58.586299896240234,16.250600814819336,EU,SE,SE-E,Norrköping,ESSP,NRK,Europe/Stockholm
medium_airport,Torsby Airport,60.1576,12.9913,EU,SE,SE-S,Torsby,ESST,TYF,Europe/Stockholm
medium_airport,Eskilstuna Airport,59.351101,16.708401,EU,SE,SE-D,Eskilstuna,ESSU,EKT,Europe/Stockholm
medium_airport,Visby Airport,57.662799835205,18.346200942993,EU,SE,SE-I,Visby,ESSV,VBY,Europe/Stockholm
small_airport,Västervik Airport,57.779999,16.5236,EU,SE,SE-H,Västervik,ESSW,VVK,Europe/Stockholm
medium_airport,Ängelholm-Helsingborg Airport,56.29610061645508,12.847100257873535,EU,SE,SE-M,Ängelholm,ESTA,AGH,Europe/Stockholm
medium_airport,Storuman Airport,64.960899,17.6966,EU,SE,SE-AC,Storuman,ESUD,SQO,Europe/Stockholm
small_airport,Idre Airport,61.869701,12.6894,EU,SE,SE-W,Idre,ESUE,IDB,Europe/Stockholm
small_airport,Pajala Airport,67.244569,23.074894,EU,SE,SE-BD,Pajala,ESUP,PJA,Europe/Stockholm
small_airport,Hemavan Airport,65.806099,15.0828,EU,SE,SE-AC,Hemavan,ESUT,HMV,Europe/Stockholm
small_airport,Geladi Airport,6.984439849849999,46.4213981628,AF,ET,ET-SO,Geladi,,GLC,Africa/Addis_Ababa
small_airport,Shire Inda Selassie Airport,14.075699,38.273592,AF,ET,ET-TI,Shire Inda Selassie,,SHC,Africa/Addis_Ababa
medium_airport,Spangdahlem Air Base,49.976507,6.698413,EU,DE,DE-RP,Trier,ETAD,SPM,Europe/Berlin
medium_airport,Ramstein Air Base,49.436901,7.60028,EU,DE,DE-RP,Ramstein-Miesenbach,ETAR,RMS,Europe/Berlin
heliport,Ansbach Katterbach Army Heliport,49.308201,10.6387,EU,DE,DE-BY,Ansbach,ETEB,,Europe/Berlin
heliport,Kaiserslautern Depot Army Heliport,49.447874,7.83957,EU,DE,DE-RP,Kaiserslautern,ETED,,Europe/Berlin
small_airport,Altenstadt Army Airfield,47.835499,10.8712,EU,DE,DE-BY,Altenstadt,ETHA,,Europe/Berlin
medium_airport,Bückeburg Air Base,52.2785,9.08217,EU,DE,DE-NI,Bückeburg,ETHB,,Europe/Berlin
medium_airport,Celle Army Airfield,52.591202,10.0221,EU,DE,DE-NI,Celle,ETHC,,Europe/Berlin
small_airport,Rheine-Bentlage Airfield,52.291199,7.387,EU,DE,DE-NW,,ETHE,,Europe/Berlin
medium_airport,Fritzlar Army Airfield,51.1146,9.286,EU,DE,DE-HE,Fritzlar,ETHF,FRZ,Europe/Berlin
medium_airport,Laupheim Air Base,48.220299,9.91002,EU,DE,DE-BW,Laupheim,ETHL,,Europe/Berlin
medium_airport,Niederstetten Army Air Base,49.39162,9.956747,EU,DE,DE-BW,Niederstetten,ETHN,,Europe/Berlin
medium_airport,Faßberg Air Base,52.919399,10.185827,EU,DE,DE-NI,Faßberg,ETHS,,Europe/Berlin
medium_airport,Grafenwöhr Army Air Field,49.6987,11.9402,EU,DE,DE-BY,Grafenwöhr,ETIC,,Europe/Berlin
medium_airport,Hohenfels Army Airfield,49.216541,11.836064,EU,DE,DE-BY,Hohenfels,ETIH,,Europe/Berlin
heliport,Illesheim Army Heliport,49.4739,10.3881,EU,DE,DE-BY,Illesheim,ETIK,ILH,Europe/Berlin
small_airport,Kitzingen Airfield,49.744293,10.207313,EU,DE,DE-BY,Kitzingen,,KZG,Europe/Berlin
medium_airport,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53.767689,8.659201,EU,DE,DE-NI,Wurster Nordseeküste,ETMN,FCN,Europe/Berlin
medium_airport,Diepholz Air Base,52.585556,8.342222,EU,DE,DE-NI,Diepholz,ETND,,Europe/Berlin
medium_airport,Geilenkirchen Air Base,50.9608,6.04242,EU,DE,DE-NW,Geilenkirchen,ETNG,GKE,Europe/Berlin
medium_airport,Hohn Air Base,54.312199,9.53817,EU,DE,DE-SH,Hohn,ETNH,,Europe/Berlin
medium_airport,Rostock-Laage Airport,53.918201,12.2783,EU,DE,DE-MV,Laage,ETNL,RLG,Europe/Berlin
medium_airport,Nörvenich Air Base,50.8312,6.65817,EU,DE,DE-NW,Nörvenich,ETNN,,Europe/Berlin
medium_airport,Schleswig Air Base,54.459301,9.51633,EU,DE,DE-SH,Jagel,ETNS,WBG,Europe/Berlin
medium_airport,Wittmundhafen Air Base,53.547798,7.66733,EU,DE,DE-NI,Wittmund,ETNT,,Europe/Berlin
medium_airport,Wunstorf Air Base,52.457298,9.42717,EU,DE,DE-NI,,ETNW,,Europe/Berlin
small_airport,Coleman Army Air Field,49.563599,8.46339,EU,DE,DE-BW,,ETOR,,Europe/Berlin
medium_airport,Wiesbaden Army Airfield,50.049800872802734,8.325400352478027,EU,DE,DE-HE,Wiesbaden,ETOU,WIE,Europe/Berlin
medium_airport,Büchel Air Base,50.173801,7.06333,EU,DE,DE-RP,Alflen,ETSB,,Europe/Berlin
medium_airport,Holzdorf Air Base,51.767799,13.1677,EU,DE,DE-BR,Holzdorf,ETSH,,Europe/Berlin
medium_airport,Ingolstadt Manching Airport,48.7156982421875,11.534000396728516,EU,DE,DE-BY,Manching,ETSI,IGS,Europe/Berlin
medium_airport,Lechfeld Air Base,48.185504,10.8612,EU,DE,DE-BY,Graben,ETSL,,Europe/Berlin
medium_airport,Neuburg Air Base,48.710999,11.2115,EU,DE,DE-BY,Neuburg an der Donau,ETSN,,Europe/Berlin
small_airport,Meppen Air Base,52.723202,7.32633,EU,DE,DE-NI,,ETWM,,Europe/Berlin
